Name,Ratings,ReviewCount,Location,Cuisine,Cost (for two)
Mahesh Lunch Home,4.3,,"Juhu, Mumbai","Seafood, North Indian, Chinese, Mangalorean, Kebab, Biryani","1,800"
Turkey Central,4.3,,"Juhu, Mumbai","Turkish, Arabian, Mughlai","1,800"
The Homemade Cafe & Bar,4.2,383,"Juhu, Mumbai","Cafe, Italian, Continental, Beverages, Fast Food","1,200"
Cafe Arpan,4.2,,"Juhu, Mumbai","Cafe, Fast Food, Beverages",500
Cheelizza - India Ka Pizza,4.2,,"Juhu, Mumbai","Pizza, Fast Food, Beverages",600
Fable,4.2,,"Juhu, Mumbai","Italian, American, Salad, Fast Food, Continental, Beverages, Desserts","2,000"
Little Italy,4.2,,"Juhu, Mumbai","Italian, Pizza, Lebanese","1,000"
Punjab Da Chulah,4.2,,"Juhu, Mumbai","North Indian, Street Food, Desserts",400
Silver Beach Cafe,4.2,,"Juhu, Mumbai","European, Italian, Continental, Beverages","2,500"
The Terrace,4.1,618,"Juhu, Mumbai","Chinese, Fast Food, Seafood, Desserts, Beverages","1,400"
Mangii Ferra,4.1,280,"Juhu, Mumbai","Italian, Continental, Desserts","2,300"
Naturals Now,4.1,,"Juhu, Mumbai","Desserts, Ice Cream, Beverages",350
The Chef's Wife,4.1,,"Juhu, Mumbai","North Indian, Mughlai, Biryani, Rolls, Momos, Kebab, Chinese, Thai","1,000"
Bora Bora,4,792,"Juhu, Mumbai","Continental, Chinese, North Indian","1,800"
WALT -The Park,4,92,"Juhu, Mumbai","Fast Food, Bar Food, Continental, Asian","3,400"
Fuu Qin,4,,"Juhu, Mumbai","Asian, American",800
The Class Thali,4,,"Juhu, Mumbai","North Indian, Gujarati","1,000"
On Toes,3.9,,"Juhu, Mumbai","North Indian, Italian, Chinese, Mughlai","1,500"
Razzberry Rhinoceros,3.9,,"Juhu, Mumbai","Mediterranean, Italian, North Indian, Continental, Beverages, Desserts","2,000"
Utsav Restaurant,3.9,,"Juhu, Mumbai","Chinese, North Indian, Continental, Oriental",800
Kababun,3.8,,"Juhu, Mumbai","North Indian, Rolls, Kebab, Biryani",500
Love & Latte,3.8,,"Juhu, Mumbai","Cafe, Fast Food, Sandwich, Desserts, Beverages, Coffee",900
Marhaba,3.8,,"Juhu, Mumbai","Arabian, Wraps, Kebab, Middle Eastern, Lebanese, Beverages","1,800"
Ayaz's The Kebab Place,3.7,,"Juhu, Mumbai","North Indian, Mughlai, Kebab, Rolls, Beverages",300
Ministry of Games,3.7,,"Juhu, Mumbai","Cafe, Fast Food, Beverages, Desserts, Coffee, Tea",500
My Cafe Taste & Fresh,3.7,,"Juhu, Mumbai","Fast Food, Beverages",650
DRINX Stock Market Bar,3.6,63,"Juhu, Mumbai",Finger Food,800
Bling,3.6,,"Juhu, Mumbai","North Indian, Chinese, Continental",800
Lubss Cafe & Fast Food,3.6,,"Juhu, Mumbai","North Indian, Chinese, Fast Food, Sandwich, Italian, Pasta, Tea, Beverages",600
Temple Flower,3.6,,"Juhu, Mumbai","Asian, Seafood, Momos","2,000"
The Roll Company - TRC,3.6,,"Juhu, Mumbai",Rolls,500
Chocohollics Deli,3.5,,"Juhu, Mumbai","Bakery, Desserts",450
Ice n Rolls,3.5,,"Juhu, Mumbai","Mexican, Fast Food, Beverages, Italian, Ice Cream",500
The Allis,3.5,,"Juhu, Mumbai",Cafe,500
Lotus Cafe - JW Marriott Mumbai Juhu,4.3,,"JW Marriott Mumbai Juhu, Juhu, Mumbai","Italian, Continental, North Indian, Asian, Fast Food","3,500"
Bombay Baking Company - JW Marriott Mumbai Juhu,4.1,,"JW Marriott Mumbai Juhu, Juhu, Mumbai","Cafe, Bakery, Desserts, North Indian, Asian, Italian","1,600"
Dashanzi - JW Marriott Mumbai Juhu,4.1,,"JW Marriott Mumbai Juhu, Juhu, Mumbai","Chinese, Japanese","3,500"
Royce' Chocolate,3.8,,"JW Marriott Mumbai Juhu, Juhu, Mumbai",Desserts,"1,000"
Reflections - JW Marriott Mumbai Juhu,3.7,,"JW Marriott Mumbai Juhu, Juhu, Mumbai","Finger Food, Bar Food, Pizza, Fast Food","4,000"
JW Café - JW Marriott Mumbai Sahar,4.8,,"JW Marriott Mumbai Sahar, Chakala, Mumbai","Japanese, Asian, Continental, Italian, Desserts, South Indian, North Indian, Bakery","4,000"
Romano's - JW Marriott Mumbai Sahar,4.8,,"JW Marriott Mumbai Sahar, Chakala, Mumbai","Italian, Fast Food, Desserts","5,000"
JW Lounge - JW Marriott Mumbai Sahar,4.1,,"JW Marriott Mumbai Sahar, Chakala, Mumbai","Italian, North Indian, American, Fast Food","3,000"
China Land,3.6,,"K Star Mall, Chembur, Mumbai",Chinese,450
Vardhan Restaurant and Bar,3.5,22,"Kalamboli, Navi Mumbai","North Indian, Malwani, Biryani, Chinese",700
Shree Thaker Bhojanalay,4.9,,"Kalbadevi, Mumbai",Gujarati,"1,300"
Hotel Shree G. Bhagat Tarachand,4.2,,"Kalbadevi, Mumbai","North Indian, Maharashtrian, Chinese",650
K Bhagat Tarachand,4.1,,"Kalbadevi, Mumbai",North Indian,500
Parsi Dairy Farm,4.1,,"Kalbadevi, Mumbai","Desserts, Ice Cream, Mithai",200
Adarsh Annapoorna,4,,"Kalbadevi, Mumbai","North Indian, Chinese, Rajasthani, Beverages",600
Krishna Murari,4,,"Kalbadevi, Mumbai","Street Food, North Indian, Chinese",600
Mao Family Restaurant,4,,"Kalbadevi, Mumbai","Mughlai, North Indian, Chinese, Seafood, Lebanese",800
Friends Union Joshi Club,3.9,,"Kalbadevi, Mumbai",Gujarati,400
Madras Bhuvan,3.8,,"Kalbadevi, Mumbai","Chinese, South Indian, North Indian",450
Shree Kalpana Club,3.8,,"Kalbadevi, Mumbai","North Indian, Gujarati",500
Shokolaat,3.7,,"Kalbadevi, Mumbai","Bakery, Desserts",300
Nathulal Gopilal Kachori Bhajiyawala,3.6,,"Kalbadevi, Mumbai",Street Food,250
Snowflakes,3.6,,"Kalbadevi, Mumbai",Goan,300
Surti,3.6,,"Kalbadevi, Mumbai","North Indian, Chinese",400
Anand Ashram Hotel,3.5,,"Kalbadevi, Mumbai","South Indian, North Indian, Street Food, Fast Food, Beverages, Chinese",500
Icing On Top,3.5,,"Kalbadevi, Mumbai","Desserts, Bakery",500
New Super Point Chinese Fast Food,3.5,,"Kalbadevi, Mumbai",Chinese,400
Suavi Snacks,3.5,,"Kalbadevi, Mumbai",Fast Food,100
Shraddha,3.6,127,"Kalwa, Thane","Chinese, North Indian, Mughlai, Malwani, Seafood, Kebab",500
Hangover Sports Bar,3.8,470,"Kalyan, Thane","Continental, Mexican","1,400"
KOKO,4.8,"1,132","Kamala Mills Compound, Mumbai","Japanese, Sushi, Asian, Chinese","3,000"
The Bombay Canteen,4.7,"3,964","Kamala Mills Compound, Mumbai","Modern Indian, Bar Food, Beverages","2,000"
London Taxi,4.5,"1,758","Kamala Mills Compound, Mumbai","Modern Indian, Asian, North Indian, Italian, Fast Food, Desserts, Beverages","1,200"
145 The Mill,4.5,764,"Kamala Mills Compound, Mumbai","Modern Indian, American, Mexican, Asian, Desserts","1,500"
Pop Tate's,4.3,"2,504","Kamala Mills Compound, Mumbai","Chinese, Continental, Fast Food, Italian, Beverages","1,600"
Oye Kake,4.3,,"Kamala Mills Compound, Mumbai","North Indian, Street Food, Desserts, Beverages","1,300"
Younion,4.2,"1,247","Kamala Mills Compound, Mumbai","Finger Food, Finger Food, Continental, European, Chinese, North Indian","1,800"
Mighty Small,3.9,584,"Kamala Mills Compound, Mumbai","Continental, American","1,200"
La Lola,3.9,207,"Kamala Mills Compound, Mumbai","Italian, Bar Food, Beverages, Fast Food","2,000"
BrewDog Mid-Town Mumbai,3.8,63,"Kamala Mills Compound, Mumbai","North Indian, Bar Food, Continental, Beverages","1,600"
Chinese Wok - Wok Express,3.8,,"Kamala Mills Compound, Mumbai","Chinese, Momos, Beverages",800
The Bar Stock Exchange,3.7,,"Kamala Mills Compound, Mumbai","Continental, Chinese, North Indian, Bar Food","1,300"
The Bombay Cartel,3.6,93,"Kamala Mills Compound, Mumbai","Continental, Chinese, Thai, North Indian, Street Food, Beverages","1,600"
Vividh NX Bar & Cafe,4,353,"Kandivali East, Mumbai","North Indian, Italian, Continental","1,700"
Mitron at The Avenue,4,109,"Kandivali East, Mumbai","Modern Indian, Continental, Italian, Fast Food, Desserts, Beverages","1,600"
The Flip Bar,3.9,512,"Kandivali East, Mumbai","Continental, Finger Food, Italian","1,000"
Ambience All Day Dining,3.9,432,"Kandivali East, Mumbai","North Indian, Seafood, Chinese, Continental, Kebab, Biryani, Desserts","1,500"
PentHouzz,3.8,246,"Kandivali East, Mumbai","Chinese, North Indian, Fast Food, Finger Food","1,300"
Guru Prasad,3.7,23,"Kandivali East, Mumbai","North Indian, Chinese, Biryani, Kebab","1,100"
Northern Tadka,3.6,150,"Kandivali East, Mumbai","North Indian, Mughlai",900
Mugshot Kitchen & Bar,3.5,69,"Kandivali East, Mumbai","North Indian, Chinese, Seafood",850
Swagat Restobar,3.5,11,"Kandivali East, Mumbai","North Indian, Chinese",600
Fisco Restobar,4.4,"4,134","Kandivali West, Mumbai","North Indian, Italian, Pizza, Chinese, Fast Food, Street Food","2,100"
Rule 34,4.3,408,"Kandivali West, Mumbai","North Indian, Chinese, Continental, Modern Australian, Beverages","1,400"
Liberty La Classique,4.2,511,"Kandivali West, Mumbai","North Indian, Chinese",700
Saatwik Pure Veg,3.5,29,"Kandivali West, Mumbai","North Indian, Continental, Chinese","1,100"
Thug-Lyf,4.1,852,"Kasarvadavli, Thane West, Thane","Bar Food, Chinese, American","1,400"
Grandmama's Cafe,4.3,"1,532","Kemps Corner, Mumbai","American, Italian, Continental, Cafe, Desserts, Beverages",900
36 Downtown Restobar,4.2,262,"Kemps Corner, Mumbai","North Indian, Chinese, Thai","1,600"
Plate & Pint,4.2,,"Kemps Corner, Mumbai","Cafe, Continental, Fast Food, Desserts, Beverages, Bakery, Coffee, Healthy Food","1,200"
China Garden,4,,"Kemps Corner, Mumbai","Chinese, Seafood","1,500"
Symphony,4,,"Kemps Corner, Mumbai","North Indian, Chinese, Continental, Seafood",900
Goodness To Go By Smoke House Deli,3.9,,"Kemps Corner, Mumbai","Healthy Food, European, Italian, Juices, Beverages, Salad, Desserts",800
The Novo Cafe,3.9,,"Kemps Corner, Mumbai",Fast Food,300
Pop Culture Cafe,3.8,,"Kemps Corner, Mumbai","Fast Food, Italian",400
Frizza,3.6,,"Kemps Corner, Mumbai","Fast Food, Pizza, Beverages",550
Gowalia Tank Dairy Farm,3.6,,"Kemps Corner, Mumbai","Fast Food, Beverages",200
Pop-Up Hut,3.6,,"Kemps Corner, Mumbai","Fast Food, Desserts",500
Sindhful,4.6,,"Khar, Mumbai","Sindhi, North Indian, Chinese",800
Guilt Trip,4.5,,"Khar, Mumbai","Desserts, Bakery",550
The Bombay Curry,4.5,,"Khar, Mumbai","North Indian, Biryani, Mughlai, Kebab, Rolls, Lucknowi","1,300"
Doolally Taproom,4.4,"1,261","Khar, Mumbai","Finger Food, American, Italian, Burmese, Fast Food","2,400"
All Elements,4.4,,"Khar, Mumbai","North Indian, Italian, Fast Food, Mexican, Healthy Food, Beverages","1,300"
Olive Bar & Kitchen,4.4,,"Khar, Mumbai","Italian, Pizza, Mediterranean, Continental, European, Beverages, Desserts","3,500"
Poco Loco,4.3,660,"Khar, Mumbai","Spanish, Mexican, Continental, Desserts, Beverages","1,800"
Juss By Sindhful,4.3,,"Khar, Mumbai","Street Food, North Indian, Sindhi","1,000"
Being Hungry,4.2,,"Khar, Mumbai","Chinese, Desserts",750
Brownie Point,4.2,,"Khar, Mumbai","Bakery, Desserts",400
Gustoso,4.2,,"Khar, Mumbai","Italian, Pizza, Desserts, Beverages","3,000"
Italy In A Box,4.2,,"Khar, Mumbai","Pizza, Italian, Continental, Desserts, Beverages",800
LSD - Love Sugar & Dough,4.2,,"Khar, Mumbai","Bakery, Desserts",400
Once Upon A Dine,4.2,,"Khar, Mumbai","Continental, Cafe, Pizza, Healthy Food, Beverages",800
Rare Earth - The Vegan Cafe,4.2,,"Khar, Mumbai","Continental, Mughlai, North Indian, Chinese, Beverages, Desserts","1,000"
Urban Street Café,4.2,,"Khar, Mumbai","North Indian, Continental, Italian, Pizza, Lebanese, Asian, Burger, Mexican",800
Ministry Of Crab,4.1,499,"Khar, Mumbai","Seafood, Beverages, Kerala, Desserts","3,000"
U Turn,4.1,320,"Khar, Mumbai","North Indian, Chinese, Continental","1,400"
Aradhana Coastal Delight,4.1,,"Khar, Mumbai","Biryani, Desserts, Mangalorean, Chinese, Malwani",850
Exotikka,4.1,,"Khar, Mumbai","Biryani, North Indian, Rolls, Kebab",700
Farmer's Cafe,4.1,,"Khar, Mumbai","Cafe, Italian, Healthy Food","1,400"
Shakey Wakey,4.1,,"Khar, Mumbai","Beverages, Ice Cream, Sandwich, Rolls",500
Quarter Pillar,4,920,"Khar, Mumbai","Chinese, North Indian, Bar Food","1,500"
The Den,4,542,"Khar, Mumbai","Pasta, Pizza, Bar Food, Fast Food, European","1,500"
3 Wise Monkeys,4,,"Khar, Mumbai","Chinese, Thai, Italian","1,500"
Bombay Chowpatty,4,,"Khar, Mumbai","Fast Food, Street Food, Ice Cream",300
Boyfriend Served Hot!,4,,"Khar, Mumbai","Chinese, North Indian, Mughlai",900
Caffe Ritazza,4,,"Khar, Mumbai","Cafe, Italian, Beverages",850
Cupcake Factory,4,,"Khar, Mumbai","Bakery, Desserts",250
Punjabi Meal Box,4,,"Khar, Mumbai","North Indian, Biryani, Chinese, Rolls, Mughlai, Lebanese, Street Food",550
Silli Chilli,4,,"Khar, Mumbai","Chinese, Thai, Asian",400
Soul Restaurant & Bar,4,,"Khar, Mumbai","North Indian, Chinese, Asian","1,100"
The BlueBop Cafe,4,,"Khar, Mumbai","Italian, Mexican, Desserts, Beverages, Pizza, Burger","1,400"
The Greek Loukoumades,4,,"Khar, Mumbai","Desserts, Ice Cream, Beverages",350
The Pancake Story,4,,"Khar, Mumbai","Desserts, Beverages",400
365 Stories,3.9,,"Khar, Mumbai","Salad, Fast Food, Desserts, Beverages","1,000"
Bachelorr's,3.9,,"Khar, Mumbai","Desserts, Beverages, Fast Food, Healthy Food, Sandwich, Pizza, Street Food, Pasta",600
Kepchaki Momos,3.9,,"Khar, Mumbai","Thai, Momos, Chinese",750
Khao Piyo,3.9,,"Khar, Mumbai","North Indian, Asian, Continental, Italian, Desserts, Beverages","1,100"
Me Time Art Cafe,3.9,,"Khar, Mumbai","European, Healthy Food, Desserts, Continental, Beverages","1,300"
Pop Tate’s,3.9,,"Khar, Mumbai","Chinese, Continental, Biryani, Finger Food, Beverages",850
Rajasthan,3.9,,"Khar, Mumbai","North Indian, Chinese, Fast Food, Desserts, Beverages",550
Sheetal Restaurant,3.9,,"Khar, Mumbai","North Indian, Chinese, Seafood, Mughlai","1,100"
Vrindavan,3.9,,"Khar, Mumbai","South Indian, North Indian, Chinese, Maharashtrian, Fast Food, Street Food, Desserts, Beverages",600
Radio Bar,3.8,797,"Khar, Mumbai","North Indian, Continental","2,100"
Silly,3.8,54,"Khar, Mumbai","North Indian, Chinese, Italian, Beverages, Salad, Desserts","2,000"
Ababeel Restaurant,3.8,,"Khar, Mumbai",Fast Food,400
Fat Kong,3.8,,"Khar, Mumbai","Chinese, Thai, Beverages",700
Manju Dosa Center,3.8,,"Khar, Mumbai",South Indian,200
Protein House,3.8,,"Khar, Mumbai","Healthy Food, Fast Food, Juices","1,000"
Sahil Restaurant,3.8,,"Khar, Mumbai","Chinese, Mughlai, North Indian, Biryani",500
Sinfully Whipped,3.8,,"Khar, Mumbai","Desserts, Bakery",300
Al-Baik.com,3.7,,"Khar, Mumbai","Fast Food, Burger, Wraps",200
Fuel Up,3.7,,"Khar, Mumbai","Healthy Food, Fast Food, Juices, Beverages",400
Go Biryan,3.7,,"Khar, Mumbai","Biryani, North Indian, Mughlai, Rolls",400
New York Waffles & Dinges,3.7,,"Khar, Mumbai","Desserts, Beverages",400
Parisserie,3.7,,"Khar, Mumbai",Desserts,500
Shahi Chulha,3.7,,"Khar, Mumbai","North Indian, Biryani, Mughlai, Fast Food, Rolls, Street Food, Kebab",600
Supreme Spice - Pavillion Restaurant,3.7,,"Khar, Mumbai","North Indian, Mughlai, Chinese, Continental, Malwani, Kebab",650
The Bandra Sushiholic,3.7,,"Khar, Mumbai","Rolls, Japanese","1,200"
Yogisattva,3.7,,"Khar, Mumbai","Healthy Food, Desserts, Beverages",700
Tori,3.6,83,"Khar, Mumbai","Asian, Japanese, Bar Food, Beverages","2,000"
Amritsar Da Dhaba,3.6,,"Khar, Mumbai","North Indian, Fast Food, Rolls, Biryani, Mughlai",700
Chef Kong,3.6,,"Khar, Mumbai","Chinese, Thai",700
Desi Shawarma,3.6,,"Khar, Mumbai","Lebanese, Rolls",400
Just Frys,3.6,,"Khar, Mumbai","North Indian, Fast Food",450
Kosmic Kitchen & Bar,3.6,,"Khar, Mumbai","Chinese, North Indian, Italian, Continental","2,000"
Ram Bhuvan,3.6,,"Khar, Mumbai","Chinese, Seafood",200
Sheesh Kabeesh,3.6,,"Khar, Mumbai","North Indian, Chinese",300
Snackups,3.6,,"Khar, Mumbai","Asian, Chinese, Thai, North Indian, Beverages",350
Gopi,3.5,,"Khar, Mumbai","Chinese, North Indian",500
Mizu,3.5,,"Khar, Mumbai","Japanese, Sushi, Seafood, Ice Cream, Desserts","2,200"
One Two Cafe,3.5,,"Khar, Mumbai","Cafe, Healthy Food",600
Shree Krishna Chhaya,3.5,,"Khar, Mumbai","Chinese, Street Food, North Indian, South Indian, Ice Cream, Desserts, Beverages",600
Sushi And More,3.5,,"Khar, Mumbai","Japanese, Sushi",800
The Original Chowpatty Kulfi,3.5,,"Khar, Mumbai","Desserts, Ice Cream",150
Vegan Burger Co,3.5,,"Khar, Mumbai",Fast Food,300
Wow! China By Wow! Momo,3.5,,"Khar, Mumbai",Chinese,600
Lord Of Bar- B-Que,4.4,"1,120","Khopat, Thane West, Thane","North Indian, Chinese, Beverages, Desserts","1,600"
Solitaire Restaurant - Kohinoor Continental,3.9,,"Kohinoor Continental, Chakala, Mumbai","North Indian, Continental, Bakery, Desserts","2,500"
Spices Restaurant & Bar,3.9,466,"Kopar Khairane, Navi Mumbai","North Indian, Chinese, Mughlai, Indonesian, Kebab, Seafood, Finger Food, Malwani",650
The Food Foundry,3.9,161,"Kopar Khairane, Navi Mumbai","North Indian, Chinese, Mughlai, Italian, Continental, Fast Food, Desserts, Beverages","1,300"
Angrezi Patiyalaa,4.1,363,"Korum Mall, Khopat, Thane West, Thane","North Indian, Mughlai, Chinese, Malwani, Desserts, Beverages, Fast Food","1,600"
Thane Pub Exchange,3.9,612,"Korum Mall, Khopat, Thane West, Thane","Fast Food, North Indian","1,200"
Naaz Hotel,4.3,,"Kurla, Mumbai","North Indian, Chinese, Mughlai, Fast Food, Desserts, Beverages",700
Sahara Hotel,4.2,,"Kurla, Mumbai","North Indian, Chinese, Mughlai, Biryani, Seafood, Desserts, Beverages",650
Deluxe Restaurant,4.1,,"Kurla, Mumbai","North Indian, Mughlai, Malwani, Chinese, Seafood",600
Hardeep Punjab,4.1,,"Kurla, Mumbai","North Indian, Mughlai, Chinese, Asian, Seafood, Biryani, Beverages, Desserts","1,200"
Baba Kolkata Biryani And Seekh Paratha,3.9,,"Kurla, Mumbai","Chinese, North Indian, Biryani",350
J.J Jalebi,3.9,,"Kurla, Mumbai",Mithai,100
Lucknowee Tunday Kebab,3.9,,"Kurla, Mumbai","Lucknowi, Mughlai, Chinese, Desserts, Beverages",900
Nawab Seekh Corner,3.9,,"Kurla, Mumbai","North Indian, Rolls, Beverages",200
Thambbi,3.9,,"Kurla, Mumbai","South Indian, North Indian",350
Urban Jalsa,3.9,,"Kurla, Mumbai","Fast Food, Chinese, Arabian, Desserts, Beverages",500
Blue Bite,3.8,,"Kurla, Mumbai","Fast Food, Chinese",300
Crumble Town,3.8,,"Kurla, Mumbai","Bakery, Healthy Food",350
Delhi Drum,3.8,,"Kurla, Mumbai","North Indian, Afghan, Mughlai, Chinese",500
Sadguru Kitchen,3.8,,"Kurla, Mumbai","Street Food, Chinese, North Indian, Mughlai, Seafood, BBQ, Kebab",550
Simmba Restobar,3.8,,"Kurla, Mumbai","North Indian, Chinese, Mughlai, Seafood",800
The Bombay Rasoi,3.8,,"Kurla, Mumbai","North Indian, Chinese, South Indian, BBQ",500
Sangeeta,3.7,,"Kurla, Mumbai","Mithai, Street Food",500
The Hungry Door,3.7,,"Kurla, Mumbai","North Indian, Fast Food, Chinese, Rolls",450
UK 360,3.7,,"Kurla, Mumbai","Pizza, Fast Food",300
Cafe Sunlight,3.6,,"Kurla, Mumbai","Mughlai, North Indian, Chinese, Fast Food, Malwani, Biryani, Desserts, Beverages",500
Food King,3.6,,"Kurla, Mumbai","Chinese, North Indian, Mughlai, Seafood, Biryani, Beverages, BBQ",400
G.S.K Juice Centre,3.6,,"Kurla, Mumbai","Fast Food, Beverages, Sandwich",300
Hotel Dashmesh Punjab,3.6,,"Kurla, Mumbai","Chinese, North Indian, Malwani, Mughlai, Biryani, Fast Food, Beverages",750
Jannat's Spice,3.6,,"Kurla, Mumbai",Chinese,300
Janta Lunch Home,3.6,,"Kurla, Mumbai","North Indian, Chinese, Mughlai, Biryani, Seafood",650
Round The Plate Hotel,3.6,,"Kurla, Mumbai","North Indian, Chinese, Fast Food, Seafood, Malwani",500
Sips N Bite,3.6,,"Kurla, Mumbai","American, Beverages",300
Wok Nation,3.6,,"Kurla, Mumbai","Chinese, Seafood","1,000"
Mahesh Lunch Home & Bar,3.5,101,"Kurla, Mumbai","North Indian, Chinese, Seafood, Finger Food, Mughlai, Kebab",600
Trisha Bar & Restaurant,3.5,7,"Kurla, Mumbai","North Indian, Chinese",500
Arabian Luqma,3.5,,"Kurla, Mumbai","Arabian, Mughlai",800
Golden Palace,3.5,,"Kurla, Mumbai","North Indian, Chinese, Malwani, Mughlai, Kebab, South Indian",900
Hotel Darshan,3.5,,"Kurla, Mumbai",Chinese,300
Macho Fast Food,3.5,,"Kurla, Mumbai","Fast Food, Lebanese, Beverages, Desserts, Burger, Pizza, Sandwich, Juices",400
Mughal Dhaba,3.5,,"Kurla, Mumbai","North Indian, Mughlai, Chinese, Biryani, Beverages",850
Sawali Restaurant,3.5,,"Kurla, Mumbai","North Indian, South Indian, Street Food, Chinese, Fast Food, Maharashtrian, Desserts, Beverages",750
The King Cakes And Crunchies,3.5,,"Kurla, Mumbai","Bakery, Fast Food",300
Out Of The Blue,4.2,996,"Le Sutra Hotel, Khar, Mumbai","European, American, Italian, Fast Food, Beverages, Mediterranean","1,800"
Coppetto Artisan Gelato,4.9,,"Linking Road, Bandra West, Mumbai","Ice Cream, Desserts, Beverages",350
Bastian,4.8,,"Linking Road, Bandra West, Mumbai","Seafood, Chinese, Desserts","2,500"
Bombay Salad Co.,4.7,,"Linking Road, Bandra West, Mumbai","Salad, Healthy Food, Juices",900
