ID,Name,Price,MRP,Rating,Total,Discount,Seller
5711,Lightly Padded Bandeau Bra,490,700,0,0,30,NOIRA
5712,Baby Doll,2145,2145,0,0,0,Fleurt
5713,Printed Satin Night Suit,1899,3165,0,0,40,I like me
5714,Women Boy Shorts Briefs,705,1500,0,0,53,NOIRA
5715,Women Low-Rise Hipster Briefs,549,549,0,0,0,KYODO
5716,Baby Doll,2245,2245,0,0,0,Fleurt
5717,Halter Neck Baby Doll,1995,1995,0,0,0,Fleurt
5718,Striped Night Suit,664,1898,0,0,65,VIMAL JONNEY
5719,Colourblocked Night Suit,2510,2699,0,0,7,Sweet Dreams
5720,Halter Neck Baby Doll,2145,2145,0,0,0,Fleurt
5721,Printed Nightdress,799,2664,0,0,70,MomToBe
5722,Printed Pure Cotton Night Suit,2001,2199,0,0,9,Sweet Dreams
5723,Pack Of 10 Hipster Briefs,3645,3645,0,0,0,Fleurt
5724,Pack Of 2 Assorted T-shirt Bra,999,999,0,0,0,LADYLAND
5725,Women Pack Of 3 Briefs,1895,1895,0,0,0,Fleurt
5726,Polka Dots Printed Night Suit,1359,1699,0,0,20,Sweet Dreams
5727,Women Pack Of 3 Briefs,1995,1995,0,0,0,Fleurt
5728,Halter Neck Baby Doll,2145,2145,0,0,0,Fleurt
5729,Printed Night Suit,1149,2499,0,0,54,SEPHANI
5730,Women Pack Of 3 Bikini Briefs,1895,1895,0,0,0,Fleurt
5731,Pack Of 2 Assorted T-shirt Bra,999,999,0,0,0,LADYLAND
5732,Baby Doll,2145,2145,0,0,0,Fleurt
5733,Halter Neck Baby Doll,2195,2195,0,0,0,Fleurt
5734,Printed Swimwear Sarong,883,1699,0,0,48,Claura
5735,Printed Medium Coverage Bra,790,790,0,0,0,Soie
5736,Women Thermal Bottoms,1199,1199,0,0,0,HSR
5737,Women Printed Lounge Shorts,590,590,0,0,0,YOONOY
5738,Women Lounge Shorts,626,659,0,0,5,Sweet Dreams
5739,Baby Doll,2145,2145,0,0,0,Fleurt
5740,Self-Designed Lingerie Set,770,770,0,0,0,Secret Lives
5741,Women Printed Lounge Pants,949,999,0,0,5,Sweet Dreams
5742,Pack Of 8 Hipster Brief,3095,3095,0,0,0,Fleurt
5743,Print Pure Cotton Night Suit,1299,2499,0,0,48,TAG 7
5744,Baby Doll,2145,2145,0,0,0,Fleurt
5745,Women Pack Of 3 Briefs,1895,1895,0,0,0,Fleurt
5746,Women Pack Of 2 Thongs Briefs,540,540,0,0,0,Soie
5747,Printed Night Suit,1183,3699,0,0,68,Organzaa
5748,Printed Night Suit,1149,2499,0,0,54,SEPHANI
5749,Women Lounge Pants,949,999,0,0,5,Sweet Dreams
5750,Pack Of 2 Assorted T-shirt Bra,999,999,0,0,0,LADYLAND
5751,Bare with Me Concealer Serum,999,999,0,0,0,NYX PROFESSIONAL MAKEUP
5752,Cant Stop Wont Stop Foundation,1499,1499,0,0,0,NYX PROFESSIONAL MAKEUP
5753,BB Cream With Lip & Cheek Tint,585,900,0,0,35,TNW the natural wash
5754,Soft Matte Lip Cream - 20,699,699,0,0,0,NYX PROFESSIONAL MAKEUP
5755,Cant Stop Wont Stop Foundation,1499,1499,0,0,0,NYX PROFESSIONAL MAKEUP
5756,Cant Stop Wont Stop Foundation,1499,1499,0,0,0,NYX PROFESSIONAL MAKEUP
5757,Cant Stop Wont Stop Compact-05,850,850,0,0,0,NYX PROFESSIONAL MAKEUP
5758,Powder Puff Lippie Cream - 03,749,749,0,0,0,NYX PROFESSIONAL MAKEUP
5759,All-In-One Epic Smoke Eyeliner,849,849,0,0,0,NYX PROFESSIONAL MAKEUP
5760,Set Of 2 Ubtan Face Packs,750,750,0,0,0,NutriGlow Naturals
5761,Hair Oil & Amla Shampoo,539,830,0,0,35,TNW the natural wash
5762,Lingerie XXL Lipstick - 05,899,899,0,0,0,NYX PROFESSIONAL MAKEUP
5763,Set of 2 Latte Coffee BodyWash,798,798,4.6,344,0,MCaffeine
5764,Soft Matte Lip Cream - 64,650,650,0,0,0,NYX PROFESSIONAL MAKEUP
5765,Makeup Setting Spray - 50 ml,899,899,0,0,0,NYX PROFESSIONAL MAKEUP
5766,BB Cream & Face Wash,461,710,0,0,35,TNW the natural wash
5767,2 Coffee Sugar Body Scrub Set,998,998,4.6,19,0,MCaffeine
5768,Set of 2 Coffee Body Wash,558,558,4.6,69,0,MCaffeine
5769,Set Of Comb & Hair Oil,500,726,0,0,31,nat Habit
5770,Set Of 2 Vitamin C Toner-Serum,1098,1098,4.4,71,0,MCaffeine
5771,Cant Stop Wont Stop Compact-11,850,850,0,0,0,NYX PROFESSIONAL MAKEUP
5772,Ultimate Eyeshadow Palette,1999,1999,0,0,0,NYX PROFESSIONAL MAKEUP
5773,Soft Matte Lip Cream - 25,699,699,0,0,0,NYX PROFESSIONAL MAKEUP
5774,Hair Oil & Banana Shampoo,539,830,0,0,35,TNW the natural wash
5775,Body Wash With Body Spray,514,514,0,0,0,FRENCH ESSENCE
5776,2 Coffee Sugar Body Scrub Set,998,998,0,0,0,MCaffeine
5777,Set Of 2 Face Cleansing Butter,998,998,0,0,0,MCaffeine
5778,Ultimate Eyeshadow Palette,1999,1999,0,0,0,NYX PROFESSIONAL MAKEUP
5779,Set of 2 Green Tea Face Wash,598,598,0,0,0,MCaffeine
5780,Insta Glo Biphasic Serum,473,550,0,0,14,Renee
5781,Set of 2 Holographic Eyeshadow,1250,1250,0,0,0,Veoni BELLE
5782,Glow Fresh Face & Body Grains,193,215,0,0,10,Glamour World Ayurvedic
5783,Set of 2 Under Arm Roll-On,338,520,0,0,35,TNW the natural wash
5784,Women Fantastic Fantasia EDP,216,240,0,0,10,Menjewell
5785,Nail Lacquer 3.75 ml - NLW52,299,299,0,0,0,O.P.I
5786,Glow Silk Hair Pack - 200g,188,209,0,0,10,Glamour World Ayurvedic
5787,Face Brush & Silicone Brush,499,588,0,0,15,MAJESTIQUE
5788,Vata Body Massage Oil-250 ml,950,950,0,0,0,Mantra Herbal
5789,Women Hair Removal Spray-200ml,496,699,0,0,29,Sirona
5790,Set Of 2 Beauty Blender Sponge,300,300,0,0,0,MS Glamour
5791,Anti-Acne Face Wash - 100 ml,229,229,0,0,0,Khadi Mauri Herbal
5792,Zero Dandruff Shampoo,299,399,0,0,100,Mojocare
5793,Rose Collection Lipstick - 32,385,385,0,0,0,CAL Losangeles
5794,Glow Shine Tan Removing Pack,175,195,0,0,10,Glamour World Ayurvedic
5795,Women Chocolate Musk EDP 10ml,216,240,0,0,10,Menjewell
5796,Mysore Sandalwood Shower Gel,299,299,0,0,0,The Paradise Tree
5797,Set Of 3 Flat Puffs & Sponge,223,228,0,0,2,MAJESTIQUE
5798,Hydro Face Wash & Refill Pack,998,998,0,0,0,Conscious Chemist
5799,Beetroot Blast Lip Balm,325,325,0,0,0,Nourish Mantra
5800,Insta Glow Face Pack- 50gm,152,169,0,0,10,Glamour World Ayurvedic
5801,Solid Laptop Backpack,1839,2299,0,0,20,Arctic Fox
5802,Women Leather Backpack,3299,3299,0,0,0,Caprese
5803,Water Resistant Backpack,1799,2249,0,0,20,Arctic Fox
5804,Colourblocked Backpack,1109,2999,0,0,63,HRX by Hrithik Roshan
5805,Women Geometric Backpack,8999,8999,0,0,0,ALDO
5806,Backpack with Anti-Theft,699,2000,0,0,1301,Awestuffs
5807,Backpack with Rain Cover,3499,3499,0,0,0,PAUL LONDON
5808,Printed Medium Laptop Bag,1599,1999,0,0,20,Arctic Fox
5809,Textured Medium Backpack,2799,2799,0,0,0,Caprese
5810,Kids Printed Backpack,1799,2249,0,0,20,Arctic Fox
5811,Laptop Backpack,1692,3600,0,0,53,MADBRAG
5812,Brand Logo Quilted Backpack,10999,10999,0,0,0,GUESS
5813,Backpack,949,4999,0,0,81,WROGN
5814,Women Solid Backpack,837,2990,0,0,72,Baggit
5815,Printed Medium Laptop Bag,1799,2249,0,0,20,Arctic Fox
5816,Printed Medium Backpack,1759,2199,0,0,20,Arctic Fox
5817,Kids Printed Backpack,1839,2299,0,0,20,Arctic Fox
5818,Printed Medium Laptop Bag,1999,2499,0,0,20,Arctic Fox
5819,Water Resistant Backpack,1999,2499,0,0,20,Arctic Fox
5820,Brand Logo Backpack,3039,7999,0,0,62,CIMONI
5821,Backpack,3039,7999,0,0,62,CIMONI
5822,Quilted Small Backpack,1942,3885,0,0,50,Angeline
5823,Textured Leather Backpack,9999,9999,0,0,0,KOMPANERO
5824,Backpack with Compression Straps,659,2999,0,0,78,TRAVEL POINT
5825,Leather Crossbody Backpack,8997,8997,0,0,0,KOMPANERO
5826,Unisex SWxP Printed Backpack,2144,3299,0,0,35,Puma
5827,Unisex Geometric Backpack,1499,2499,0,0,40,one8 x PUMA
5828,Unisex Downtown Backpack,1749,3499,0,0,50,Puma
5829,Unisex Printed Backpack,974,1499,0,0,35,Puma
5830,Disney Graphic Backpack,494,1499,0,0,67,Bewakoof
5831,Water Resistance Backpack,4499,8999,0,0,4500,MOKOBARA
5832,S Ferrari SPTWR Style Backpack,5599,6999,0,0,20,PUMA Motorsport
5833,Textured Leather Backpack,13998,13998,0,0,0,KOMPANERO
5834,Padded Backpack & Rain Cover,1049,4999,0,0,79,WROGN
5835,Leather Laptop Backpack,14997,14997,0,0,0,KOMPANERO
5836,Puma x One8 PREMIUM Backpack,2399,3999,0,0,40,one8 x PUMA
5837,Unisex Solid Deck Backpack,1979,3299,0,0,40,Puma
5838,Unisex Printed Backpack,1374,2499,0,0,45,Puma
5839,Women Water Resistant Backpack,1820,3640,0,0,50,Angeline
5840,Backpack With Rain Cover,1049,4999,0,0,79,WROGN
5841,Padded Backpack & Rain Cover,1049,4999,0,0,79,WROGN
5842,Classics LV8 PU Backpack,2599,3999,5,2,35,Puma
5843,Textured Leather Backpack,8997,8997,0,0,0,KOMPANERO
5844,Padded Backpack & Rain Cover,1049,4999,0,0,79,WROGN
5845,Unisex Printed Backpack,1499,2499,0,0,40,Puma
5846,Backpack with Monster Key Fob,5999,10999,0,0,5000,MOKOBARA
5847,Padded Laptop Backpack,4399,5299,0,0,900,Mona B
5848,Women Printed Backpack,1624,2499,0,0,35,Puma
5849,Unisex Printed Backpack,899,1499,0,0,40,Puma
5850,Backpack With Rain Cover,1049,4999,0,0,79,WROGN
5851,American Diamond Jewellery Set,339,1999,3.7,569,83,ZENEME
5852,Gold-Plated Jewellery Set,530,1196,4.4,337,666,Yellow Chimes
5853,18k Gold-Plated Jewellery Set,1575,5250,4.1,58,70,LUCKY JEWELLERY
5854,Set Of 2 Gold-Plated Chain,285,1426,4.1,3200,80,YouBella
5855,Gold Plated Jewellery Set,1309,3850,3.9,84,66,Rubans
5856,Hoop Earrings,406,1450,4.3,848,72,TOKYO TALKIES X rubans FASHION ACCESSORIES
5857,Women Brass Cubic Zirconia Rose Gold-Plated Wraparound Bracelet,312,1950,4.5,1900,84,AMI
5858,Set of 2 Bangles,1132,4719,4.2,149,76,Adwitiya Collection
5859,Teardrop Shaped Drop Earrings,908,2330,4.4,998,61,Priyaasi
5860,Gold-Toned Chain,295,895,4.4,143,67,Accessorize
5861,Bangle-Style Bracelet,990,3300,4.4,894,70,Priyaasi
5862,Gold-Plated Jewellery Set,1351,7950,4.3,73,83,Zaveri Pearls
5863,Handcrafted Jewellery Set,1513,4450,4.1,505,66,Rubans
5864,Gold-Plated Hoop Earrings,332,1583,4.5,451,79,KARATCART
5865,Set Of 2 Gold-Plated Necklace,292,1329,4.1,1800,78,Jewels Galaxy
5866,24K Gold Plated Necklace Set,3000,12000,4,65,75,Rubans
5867,Set Of 2 Silver-Plated Bangles,1140,3800,4.7,41,70,Rubans
5868,Gold-Plated Oval Drop Earrings,558,1395,4.5,131,60,Carlton London
5869,Silver-Plated Jewellery Set,2520,6300,4.3,61,60,JEWELS GEHNA
5870,Silver-Plated American Stone Studded Jewellery Set,1830,8322,3.9,114,78,Yellow Chimes
5871,Rose Gold-Plated AD-Studded Handcrafted Jewellery Set,1454,4849,4.2,166,70,Priyaasi
5872,Set Of 8 Earrings,599,2499,3.8,417,76,ZENEME
5873,Kundan Choker Jewellery Set,479,2663,4.1,839,82,Zaveri Pearls
5874,Set of 2 Studded Bangles,399,1999,4.2,61,80,YouBella
5875,Gold-Plated Jewellery Set,261,1633,4.1,1200,84,Zaveri Pearls
5876,Handcrafted Jewellery Set,4024,12196,4.2,52,67,Priyaasi
5877,Women Jewellery Set,396,2330,4.1,2500,83,Zaveri Pearls
5878,925 Sterling Silver Bracelet,1699,3399,4.5,99,50,GIVA
5879,Gold-Plated Stone Studded & Pearls Beaded Jewellery Set,509,2995,4.2,202,83,Zaveri Pearls
5880,Gold-Plated Handcrafted Chandbalis Earrings,684,3800,4.1,73,82,Rubans
5881,Circular Studs,885,3541,4.4,728,75,Shoshaa
5882,Meenakari Jewellery Set,354,2950,4,1100,88,Zaveri Pearls
5883,Rose Gold-Plated & CZ-Studded Jewellery Set,329,2999,4.1,409,89,ZENEME
5884,Gold-Plated Matha Patti,2240,8000,3.8,26,72,Rubans
5885,Studs Earrings,1258,4495,4.4,166,72,Priyaasi
5886,24K Gold-Plated Jewellery Set,2405,6500,4.2,135,63,Rubans
5887,Rose Gold- Plated CZ-Studded Handcrafted Statement Necklace Set,1837,8350,3.7,61,78,Rubans
5888,Rose Gold-Plated CZ-Studded Jewellery Set,1252,4640,4,18,73,Rubans
5889,Gold-Plated Jewellery Set,2070,6900,4,137,70,Rubans
5890,Contemporary Drop Earrings,1477,9850,4,31,85,Rubans
5891,Gold-Plated Kundan-Studded & Beaded Traditional Jewellery Set,472,2950,4.1,498,84,Zaveri Pearls
5892,Brass Gold-Plated Layered Necklace,559,1999,4.4,411,72,MINUTIAE
5893,Woman 925 SterlingSilver Chain,1799,3599,4.6,157,50,GIVA
5894,Gold-Plated Jewellery Set,711,3950,3.9,374,82,Zaveri Pearls
5895,Handcrafted Studded Choker Set,3780,13500,3.4,15,72,Rubans
5896,Set Of 2 Gold-Plated AD Studded Bangles,754,1797,4.5,194,58,Priyaasi
5897,Meenakari Kundan Jewelley Set,577,4125,4.3,284,86,Zaveri Pearls
5898,Set Of 3 Drop Earrings,419,1499,4.2,592,72,Yellow Chimes
5899,Set Of 3 Half Hoop Earrings,370,1195,4.5,183,69,Accessorize
5900,Drop Earrings,1972,6164,4.6,181,68,Priyaasi
5901,Men Geometric Printed Kurta,1999,1999,4.5,19,0,Manyavar
5902,Men Solid Kurta Set,1677,5590,3.9,294,70,DEYANN
5903,Men Green Mirror Work Kurta,924,2499,3.9,125,63,Jompers
5904,Men Printed Kurta with Pyjamas,1949,3899,4,329,50,Anouk
5905,Men Cotton Kurta & Dhoti Pants,1189,3399,4.5,61,65,Anouk
5906,Dupion Silk Kurta with Patiala,997,3990,4,487,75,DEYANN
5907,Men Printed Kurta with Dhoti Pants,4464,9499,3.8,13,53,KISAH
5908,Solid Straight Kurta,1049,1049,4.5,72,0,Manyavar
5909,Woven Design Nehru Jacket,1049,2099,4.2,25,50,Anouk
5910,Men Geometric Printed Kurta,899,1999,3.9,152,55,Anouk
5911,Kurta Set with Nehru Jacket,1979,5999,4,157,67,SOJANYA
5912,Men Slim Fit Bandhgala Blazer,2459,5999,3.9,193,59,MANQ
5913,Printed Kurta with Pyjamas,1529,3399,4.2,370,55,Anouk
5914,Printed Kurta with Trousers,1574,3499,3.7,433,55,Anouk
5915,Solid Straight Kurta,881,2099,4.2,1100,58,Bene Kleed
5916,Embroidered Kurta Set,1799,4499,0,0,60,Jompers
5917,Men Printed Kurta,1264,2299,4.1,453,45,Anouk
5918,Kurta Set with Nehru Jacket,1799,4499,4.1,526,60,Anouk
5919,Men Pure Cotton Kurta Set,1709,4499,4.2,37,62,Jompers
5920,Men Printed Kurta with Pyjamas,1574,3499,0,0,55,See Designs
5921,Men Printed Kurta with Pyjamas,1439,3199,4.4,483,55,Anouk
5922,Men Kurta with Churidar,2015,6299,4.3,6,68,SOJANYA
5923,Men Embroidered Kurta with Pyjamas,1709,4499,4.6,7,62,Jompers
5924,Men Solid Kurta Set,1677,5590,3.8,623,70,DEYANN
5925,Men Embroidered Jashn Kurta,2099,2999,4.2,13,30,House of Pataudi
5926,Men Printed Jashn Kurta,1959,2799,4.1,13,30,House of Pataudi
5927,Men Solid Woven Pyjamas,797,1399,4.3,154,43,Saffron Threads
5928,Embroidered Georgette Kurta,2729,4199,0,0,35,SHRESTHA BY VASTRAMAY
5929,Men Kurta with Pyjamas,4079,8499,3.8,32,52,KISAH
5930,Men Printed Kurta with Trousers,874,2499,3.5,61,65,Anouk
5931,Embroidered Jashn Kurta Set,3299,5999,4.4,38,45,House of Pataudi
5932,Solid Kurta with Churidar,1677,5590,3.9,178,70,LAMAAYA
5933,Men Pure Cotton Kurta Set,1149,2499,3.6,27,54,Jompers
5934,Embroidered Pure Cotton Kurta,1385,3299,3.9,7,58,See Designs
5935,Men Floral Embroidered Kurta,917,2699,4.2,315,66,Jompers
5936,Men Kurta With Dhoti Pants,2815,6399,4.7,6,56,KISAH
5937,Men Thread Work Jashn Kurta,2099,2999,4.1,14,30,House of Pataudi
5938,Men Embroidered Straight Kurta,1749,4999,4,121,65,KISAH
5939,Men Printed Woven Nehru Jacket,1754,3899,3.8,109,55,KISAH
5940,Men Geometric Printed Kurta,999,1999,4.4,354,50,Anouk
5941,Sequinned Velvet Sherwani Set,19999,19999,0,0,0,Manyavar
5942,Men Silk Cotton Kurta Sets,1559,5199,3.9,154,70,SOJANYA
5943,Men Yoke Design Jashn Kurta,2099,2999,3.7,18,30,House of Pataudi
5944,Men Pure Cotton Kurta,764,1699,4.2,353,55,Anouk
5945,Men Printed Sherwani Set,4186,7899,3.8,65,47,KISAH
5946,Men Solid Kurta with Patiala,997,3990,3.9,303,75,DEYANN
5947,Striped Straight Kurta,639,1599,3.9,1200,60,Anouk
5948,Men Kurta Set,4649,9299,3.8,39,50,KISAH
5949,Men Striped Pure Cotton Kurta,1319,2399,4.1,104,45,Anouk
5950,Cotton Blend Salwar,879,1999,3.5,193,56,VASTRAMAY
5951,Men Skinny Fit Jeans,539,1799,3.7,1100,70,Roadster
5952,Men Liberal Fit Pleated Cargos,1999,3999,3.5,164,50,Mr Bowerbird
5953,Men Joggers Trousers,1045,2249,4.8,5,1204,KETCH
5954,Men Skinny Fit Jeans,999,2499,3.9,16600,60,Roadster
5955,Men 513 Slim Straight Jeans,2049,4099,4.3,58,50,Levis
5956,Men Tapered Fit Jeans,749,2499,3.5,1200,70,LOCOMOTIVE
5957,Men Slim Fit Cargos Trousers,1127,2399,3.9,1800,53,IVOC
5958,Men Regular Fit Joggers,1299,2599,3.6,1100,50,Roadster
5959,Men Loose Jeans,2699,2699,4.3,611,0,H&M
5960,Men 517 Bootcut Jeans,3219,4599,0,0,30,Levis
5961,Men Slim Fit Regular Shorts,661,1249,4.3,4700,47,HIGHLANDER
5962,Men Slim Fit Jeans,989,2199,3.6,1100,55,Moda Rapido
5963,Men Slim Fit Trousers,2159,2399,4.2,24,10,Van Heusen
5964,Regular Fit Solid Trousers,599,1299,4.1,1900,700,Roadster
5965,Men Tapered Fit Trousers,840,2899,4.4,71,71,HIGHLANDER
5966,Men Slim Fit Low-Rise Jeans,1979,3299,4.3,45,40,Louis Philippe Jeans
5967,Men Slim Fit Low-Rise Jeans,1799,2999,4.1,35,40,Louis Philippe Jeans
5968,Men Slim Tapered Fit Jeans,749,1499,4.1,1800,50,Roadster
5969,Running Track Pants,674,1499,3.7,75,55,HRX by Hrithik Roshan
5970,Men Solid Chinos Trousers,840,2899,3.8,35,71,HIGHLANDER
5971,Men Slim Fit Regular Shorts,661,1249,4.2,4900,47,HIGHLANDER
5972,Men 511 Slim Fit Jeans,1599,3199,4.1,922,50,Levis
5973,Men Slim Fit Jeans,849,1699,3.9,640,50,Roadster
5974,Men Smart Tapered Fit Trousers,779,2599,3.9,3400,70,DENNISON
5975,Men Slim Fit Jeans,699,1999,3.7,2300,65,Roadster
5976,Men Cargo Joggers,2699,2699,4.4,144,0,H&M
5977,Men Slim Fit Cotton Shorts,659,1099,4.1,762,40,HIGHLANDER
5978,Men Straight Fit Trousers,449,1799,3.3,20,75,Roadster
5979,Men Regular Jeans,2699,2699,4.2,48,0,H&M
5980,Men Slim Fit Jeans,1799,2999,4.3,68,40,Louis Philippe Jeans
5981,Men Relaxed Tapered Fit Jeans,1844,4099,4,94,55,Levis
5982,Men Rapid-Dry Track Pants,1099,1999,4.1,2500,45,HRX by Hrithik Roshan
5983,Men Regular Fit Joggers,629,1499,4.2,117,58,HRX by Hrithik Roshan
5984,Dri-Fit Training Track Pants,2375,2795,4.6,18,15,Nike
5985,Men Baggy Tapered Fit Jeans,1844,4099,4.2,173,55,Levis
5986,Men Slim-Fit Track Pants,509,999,4,12100,49,HIGHLANDER
5987,Tapered Fit Chinos Trousers,1889,2699,4.4,37,30,Levis
5988,Men Joggers,1259,2799,4.1,780,55,WROGN
5989,Men Jogger Jeans,1349,2999,4.1,100,55,WROGN
5990,Men Slim Fit Jeans,850,1849,3.9,7900,54,HIGHLANDER
5991,Men 512 Slim Tapered Fit Jeans,1449,2899,4.3,252,50,Levis
5992,Men Skinny Fit Low-Rise Jeans,5999,11999,3.9,14,50,Jack & Jones
5993,Men 511 Slim Fit Jeans,1599,3199,4.1,489,50,Levis
5994,Men Slim Fit Jeans,1619,2699,4.2,590,40,WROGN
5995,Men Slim Fit Jeans,714,1299,3.7,5900,45,HIGHLANDER
5996,Men 511 Slim Fit Jeans,1599,3199,4.1,479,50,Levis
5997,Men Solid SWOOSH Track Pants,2800,3295,4.2,441,15,Nike
5998,Men Essentials Classics,1624,2499,4.4,327,35,ADIDAS
5999,Men M 3S WV E PT Joggers,2239,2799,4,271,20,ADIDAS
6000,Men Slim Fit Chinos Trousers,1439,2399,4.2,23,40,Louis Philippe Sport
6001,Men Solid Basic Briefs,2209,2599,0,0,15,Calvin Klein Underwear
6002,Men Pack Of 2 Super Combed Cotton Lounge Pants,1294,1598,4.2,500,19,XYXX
6003,Men Low-Rise Trunk,1499,1999,4.8,28,25,Calvin Klein Underwear
6004,Men Pack Of 2 Cotton Trunks,899,1499,4.3,84,40,Jack & Jones
6005,Pack of 3 Deo-Cotton Trunks,1291,1345,4.4,63,4,DAMENSCH
6006,Men Solid Trunk,2249,2999,4.5,25,25,Calvin Klein Underwear
6007,Men Pack of 2 Cool It Vest,558,558,4.5,920,0,Van Heusen
6008,Pack of 3 Innerwear Vests,697,697,4.5,421,0,U.S. Polo Assn.
6009,Men Pack of 3 Solid Ankle Length Socks,464,479,4.3,683,3,ADIDAS
6010,Solid Cotton Lounge Pant,1238,1290,4.4,188,4,DAMENSCH
6011,Men Solid Low-Rise Trunk,1649,2199,4.7,23,25,Calvin Klein Underwear
6012,Men Checked Lounge Pants,1299,1299,4.4,239,0,Jockey
6013,Men Printed Boxers,569,949,4.6,133,40,U.S. Polo Assn.
6014,Men Solid Narrow Cut Pyjamas,747,1099,4.1,358,32,RAJUBHAI HARGOVINDAS
6015,Pack of 3 Antibacterial Brief,717,717,4.2,232,0,Van Heusen
6016,Men Pack Of 2 Solid No Show Socks,218,218,4.5,699,0,Jockey
6017,Pack Of 3 Solid Basic Briefs,687,747,4.3,502,8,XYXX
6018,Men Solid Lounge Shorts,949,999,4.5,606,5,U.S. Polo Assn.
6019,Solid Cotton Trunk,349,349,4.5,263,0,Jockey
6020,Men Polo Collar Lounge T-shirt,959,1199,4.3,139,20,Jack & Jones
6021,Men Ultrasoft Trunks,329,329,4.2,823,0,Jockey
6022,Set of 5 Socks,543,799,4.4,400,32,Levis
6023,Men Pure Cotton Night suit,809,1799,4.6,23,55,Mast & Harbour
6024,Men Checked Lounge Pants,1199,1199,3.6,39,0,Jockey
6025,Men Set of 3 Socks,399,399,4.5,1300,0,Peter England
6026,Men Striped Socks,129,129,4.4,1200,0,Jockey
6027,Men Training Socks,269,599,4.4,2800,55,HRX
6028,Men Solid Combed Cotton Basic Briefs,239,239,4.3,570,0,Jockey
6029,Men Solid Above Ankle-Length Socks,129,129,4.4,619,0,Jockey
6030,Pure Cotton Relaxed-Fit Pyjama,379,999,4,192,62,VASTRAMAY
6031,Men Pack Of 2 Basic Briefs,659,1099,4.5,60,40,Jack & Jones
6032,Men Pack of 4 Socks,309,999,4.5,348,69,HRX by Hrithik Roshan
6033,Men Cotton Stretch Brief,409,409,4.6,889,0,Jockey
6034,Men Solid Thermal Top,779,779,4.5,618,0,Jockey
6035,Pack of 5 Ankle Length Socks,899,999,4.5,170,10,ADIDAS
6036,Men Printed Boxers,569,949,4.3,83,40,U.S. Polo Assn.
6037,Men Solid Cotton  Briefs,299,299,4.5,370,0,Jockey
6038,Men Pack Of 2 Solid Pure Cotton Boxer Style Briefs,598,598,4.6,100,0,Jockey
6039,Cotton Smart Tech T-shirt,669,669,4.2,99,0,Van Heusen
6040,Men Ultra-Light Lounge Shorts,845,899,3.8,31,6,DAMENSCH
6041,Men Pack of 2 Solid Trunks,568,568,4.4,868,0,Jockey
6042,Men Cotton Vest,349,349,4.5,677,0,Jockey
6043,Men Solid Trunk,1649,2199,4.3,15,25,Calvin Klein Underwear
6044,Men Printed Cotton Night suit,809,2699,4.1,27,70,Mast & Harbour
6045,Men Solid Pyjamas,558,1299,4.1,519,57,See Designs
6046,Thermal Clothing Set,915,974,4.3,152,6,Lux Cottswool
6047,Men Ultra Soft Trunks,599,599,4.6,287,0,Jockey
6048,Men Printed Cotton Innerwear Vests,599,599,4.4,56,0,Jockey
6049,Men Lounge T-shirt,559,699,4.3,240,20,Jack & Jones
6050,Men Ultra Soft Briefs,569,569,4.7,692,0,Jockey
6051,Plus Size Cotton Polo T-shirt,989,1799,0,0,45,Sztori
6052,Plus Size Cotton Polo T-shirt,764,1699,4.8,5,55,Sztori
6053,Plus Size Checked Casual Shirt,1429,2599,0,0,45,Sztori
6054,Training Sporty Jacket,1469,2999,4.2,103,51,Reebok
6055,Plus Size Striped Polo Collar T-shirt,854,1899,4.2,354,55,Sztori
6056,Men Plus Size Casual Shirt,719,2399,4.5,33,70,Sztori
6057,Men Ethnic Motifs Kurta,1795,4489,4.5,23,60,SOJANYA PLUS
6058,Workout Compression T-shirt,1609,2299,0,0,30,Reebok
6059,Plus Size Henley Neck T-shirt,639,1599,4.2,149,60,Sztori
6060,Plus Size Cotton Printed Shirt,1429,2599,0,0,45,Sztori
6061,Plus Size Striped Casual Shirt,999,1999,0,0,50,Instafab Plus
6062,Plus Size Casual Cotton Shirt,1299,2499,0,0,48,Sztori
6063,Plus Size Casual Cotton Shirt,1299,2499,0,0,48,Sztori
6064,Plus Size Regular Polo T-shirt,934,1699,0,0,45,Sztori
6065,Plus Size Cotton Casual Shirt,1287,2799,0,0,54,Sztori
6066,Men Woven Energen Run Shoes,4799,7999,0,0,40,Reebok
6067,Plus Size Cotton Casual Shirt,874,2499,0,0,65,Sztori
6068,Men Vector Training T-shirt,749,999,4.4,133,25,Reebok
